/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_28/2011_09_28_drive_0016_sync/image_02/data/0000000005.png,/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_28/2011_09_28_drive_0016_sync/image_03/data/0000000005.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_28/2011_09_28_drive_0016_sync/proj_disp/groundtruth/0000000005.pfm
/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_28/2011_09_28_drive_0016_sync/image_02/data/0000000006.png,/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_28/2011_09_28_drive_0016_sync/image_03/data/0000000006.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_28/2011_09_28_drive_0016_sync/proj_disp/groundtruth/0000000006.pfm
/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_28/2011_09_28_drive_0016_sync/image_02/data/0000000007.png,/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_28/2011_09_28_drive_0016_sync/image_03/data/0000000007.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_28/2011_09_28_drive_0016_sync/proj_disp/groundtruth/0000000007.pfm
/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_28/2011_09_28_drive_0016_sync/image_02/data/0000000008.png,/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_28/2011_09_28_drive_0016_sync/image_03/data/0000000008.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_28/2011_09_28_drive_0016_sync/proj_disp/groundtruth/0000000008.pfm
/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_28/2011_09_28_drive_0016_sync/image_02/data/0000000009.png,/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_28/2011_09_28_drive_0016_sync/image_03/data/0000000009.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_28/2011_09_28_drive_0016_sync/proj_disp/groundtruth/0000000009.pfm
/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_28/2011_09_28_drive_0016_sync/image_02/data/0000000010.png,/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_28/2011_09_28_drive_0016_sync/image_03/data/0000000010.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_28/2011_09_28_drive_0016_sync/proj_disp/groundtruth/0000000010.pfm
/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_28/2011_09_28_drive_0016_sync/image_02/data/0000000011.png,/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_28/2011_09_28_drive_0016_sync/image_03/data/0000000011.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_28/2011_09_28_drive_0016_sync/proj_disp/groundtruth/0000000011.pfm
/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_28/2011_09_28_drive_0016_sync/image_02/data/0000000012.png,/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_28/2011_09_28_drive_0016_sync/image_03/data/0000000012.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_28/2011_09_28_drive_0016_sync/proj_disp/groundtruth/0000000012.pfm
/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_28/2011_09_28_drive_0016_sync/image_02/data/0000000013.png,/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_28/2011_09_28_drive_0016_sync/image_03/data/0000000013.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_28/2011_09_28_drive_0016_sync/proj_disp/groundtruth/0000000013.pfm
/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_28/2011_09_28_drive_0016_sync/image_02/data/0000000014.png,/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_28/2011_09_28_drive_0016_sync/image_03/data/0000000014.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_28/2011_09_28_drive_0016_sync/proj_disp/groundtruth/0000000014.pfm
