/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000005.png,/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_26/2011_09_26_drive_0001_sync/image_03/data/0000000005.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_26/2011_09_26_drive_0001_sync/proj_disp/groundtruth/0000000005.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_26/2011_09_26_drive_0001_sync/proxy_disp/groundtruth/0000000005.png
/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000006.png,/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_26/2011_09_26_drive_0001_sync/image_03/data/0000000006.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_26/2011_09_26_drive_0001_sync/proj_disp/groundtruth/0000000006.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_26/2011_09_26_drive_0001_sync/proxy_disp/groundtruth/0000000006.png
/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000007.png,/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_26/2011_09_26_drive_0001_sync/image_03/data/0000000007.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_26/2011_09_26_drive_0001_sync/proj_disp/groundtruth/0000000007.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_26/2011_09_26_drive_0001_sync/proxy_disp/groundtruth/0000000007.png
/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000008.png,/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_26/2011_09_26_drive_0001_sync/image_03/data/0000000008.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_26/2011_09_26_drive_0001_sync/proj_disp/groundtruth/0000000008.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_26/2011_09_26_drive_0001_sync/proxy_disp/groundtruth/0000000008.png
/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000009.png,/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_26/2011_09_26_drive_0001_sync/image_03/data/0000000009.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_26/2011_09_26_drive_0001_sync/proj_disp/groundtruth/0000000009.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_26/2011_09_26_drive_0001_sync/proxy_disp/groundtruth/0000000009.png
/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000010.png,/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_26/2011_09_26_drive_0001_sync/image_03/data/0000000010.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_26/2011_09_26_drive_0001_sync/proj_disp/groundtruth/0000000010.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_26/2011_09_26_drive_0001_sync/proxy_disp/groundtruth/0000000010.png
/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000011.png,/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_26/2011_09_26_drive_0001_sync/image_03/data/0000000011.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_26/2011_09_26_drive_0001_sync/proj_disp/groundtruth/0000000011.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_26/2011_09_26_drive_0001_sync/proxy_disp/groundtruth/0000000011.png
/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000012.png,/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_26/2011_09_26_drive_0001_sync/image_03/data/0000000012.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_26/2011_09_26_drive_0001_sync/proj_disp/groundtruth/0000000012.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_26/2011_09_26_drive_0001_sync/proxy_disp/groundtruth/0000000012.png
/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000013.png,/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_26/2011_09_26_drive_0001_sync/image_03/data/0000000013.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_26/2011_09_26_drive_0001_sync/proj_disp/groundtruth/0000000013.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_26/2011_09_26_drive_0001_sync/proxy_disp/groundtruth/0000000013.png
/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_26/2011_09_26_drive_0001_sync/image_02/data/0000000014.png,/home/cvlab/nfs_clientshare/datasets/kitti/2011_09_26/2011_09_26_drive_0001_sync/image_03/data/0000000014.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_26/2011_09_26_drive_0001_sync/proj_disp/groundtruth/0000000014.png,/home/cvlab/PycharmProjects/continual_adaptation_deep_stereo/groundtruth/2011_09_26/2011_09_26_drive_0001_sync/proxy_disp/groundtruth/0000000014.png
